subscription_id,customer_id,plan_id,start_date,end_date,billing_cycle,monthly_price,subscription_status
S010833,C08915,P04,2024-06-08,,Monthly,399.0,Active
S010834,C08916,P04,2024-09-12,,Monthly,399.0,Active
S010835,C08917,P01,2024-02-03,,Monthly,29.0,Active
S010836,C08918,P03,2025-03-04,,Annual,149.0,Active
S010837,C08919,P03,2025-09-08,,Annual,149.0,Active
S010838,C08920,P02,2024-05-02,,Annual,79.0,Active
S010839,C08921,P03,2024-12-03,,Monthly,149.0,Active
S010840,C08922,P03,2024-12-05,,Monthly,149.0,Active
S010841,C08923,P01,2024-12-01,,Monthly,29.0,Active
S010842,C08924,P03,2025-11-11,,Monthly,149.0,Active
S010843,C08925,P02,2025-11-30,,Monthly,79.0,Active
S010844,C08926,P01,2024-07-27,,Monthly,29.0,Active
S010845,C08927,P02,2025-09-05,,Monthly,79.0,Active
S010846,C08928,P02,2025-09-28,,Monthly,79.0,Active
S010847,C08929,P02,2024-08-24,,Monthly,79.0,Active
S010848,C08930,P01,2025-01-25,,Monthly,29.0,Active
S010849,C08931,P02,2024-11-22,,Annual,79.0,Active
S010850,C08932,P03,2025-09-28,,Monthly,149.0,Active
S010851,C08933,P03,2024-08-08,,Monthly,149.0,Active
S010852,C08934,P01,2025-02-22,,Monthly,29.0,Active
S010853,C08935,P03,2025-11-06,,Annual,149.0,Active
S010854,C08936,P02,2024-06-09,,Monthly,79.0,Active
S010855,C08937,P02,2025-08-29,,Monthly,79.0,Active
S010856,C08938,P02,2024-11-02,,Monthly,79.0,Active
S010857,C08939,P02,2025-09-10,,Monthly,79.0,Active
S010858,C08940,P01,2024-03-01,,Monthly,29.0,Active
S010859,C08940,P01,2025-02-21,,Monthly,29.0,Active
S010860,C08941,P02,2025-07-14,,Monthly,79.0,Active
S010861,C08942,P03,2025-07-25,,Monthly,149.0,Active
S010862,C08943,P02,2024-06-22,2024-09-19,Annual,79.0,Cancelled
S010863,C08944,P03,2024-06-17,,Annual,149.0,Active
S010864,C08945,P03,2024-05-03,2024-10-24,Monthly,149.0,Cancelled
S010865,C08946,P01,2025-01-06,,Monthly,29.0,Active
S010866,C08947,P03,2024-08-08,,Annual,149.0,Active
S010867,C08948,P04,2025-11-09,,Monthly,399.0,Active
S010868,C08949,P01,2024-08-14,2025-03-18,Monthly,29.0,Cancelled
S010869,C08949,P01,2025-03-18,2025-05-07,Monthly,29.0,Cancelled
S010870,C08950,P03,2025-04-16,,Monthly,149.0,Active
S010871,C08950,P04,2025-07-18,,Monthly,399.0,Active
S010872,C08951,P03,2025-05-15,,Monthly,149.0,Active
S010873,C08952,P03,2024-03-28,,Monthly,149.0,Active
S010874,C08953,P01,2025-04-04,,Annual,29.0,Active
S010875,C08954,P01,2025-08-09,,Monthly,29.0,Active
S010876,C08955,P02,2025-04-17,,Monthly,79.0,Active
S010877,C08956,P02,2025-06-28,,Monthly,79.0,Active
S010878,C08957,P01,2025-08-16,,Monthly,29.0,Active
S010879,C08958,P03,2024-12-19,,Monthly,149.0,Active
S010880,C08959,P02,2025-06-27,2025-12-10,Monthly,79.0,Cancelled
S010881,C08960,P03,2024-09-09,,Monthly,149.0,Active
S010882,C08961,P02,2025-06-24,,Annual,79.0,Active
S010883,C08962,P01,2024-12-29,,Monthly,29.0,Active
S010884,C08963,P03,2024-09-11,,Annual,149.0,Active
S010885,C08964,P01,2024-02-08,,Monthly,29.0,Active
S010886,C08965,P02,2025-05-25,,Annual,79.0,Active
S010887,C08966,P01,2025-08-06,,Monthly,29.0,Active
S010888,C08967,P03,2025-05-27,,Monthly,149.0,Active
S010889,C08968,P01,2025-10-12,,Monthly,29.0,Active
S010890,C08969,P01,2024-12-23,,Monthly,29.0,Active
S010891,C08969,P01,2025-07-13,,Monthly,29.0,Active
S010892,C08969,P01,2025-12-26,,Annual,29.0,Active
S010893,C08970,P03,2024-11-08,,Annual,149.0,Active
S010894,C08971,P02,2025-09-30,2025-12-19,Monthly,79.0,Cancelled
S010895,C08972,P04,2025-01-21,,Monthly,399.0,Active
S010896,C08973,P02,2025-11-01,,Annual,79.0,Active
S010897,C08974,P02,2024-12-15,,Monthly,79.0,Active
S010898,C08975,P01,2024-03-11,,Monthly,29.0,Active
S010899,C08976,P02,2024-03-07,,Monthly,79.0,Active
S010900,C08977,P01,2025-03-30,,Annual,29.0,Active
S010901,C08978,P03,2024-12-19,,Monthly,149.0,Active
S010902,C08978,P04,2025-11-24,,Monthly,399.0,Active
S010903,C08979,P02,2025-06-07,,Monthly,79.0,Active
S010904,C08980,P02,2025-11-06,,Monthly,79.0,Active
S010905,C08981,P04,2025-10-01,,Monthly,399.0,Active
S010906,C08982,P03,2025-01-15,,Monthly,149.0,Active
S010907,C08983,P01,2025-01-11,,Annual,29.0,Active
S010908,C08983,P02,2025-05-13,,Monthly,79.0,Active
S010909,C08984,P01,2024-09-25,2025-04-18,Monthly,29.0,Cancelled
S010910,C08985,P02,2025-08-29,,Monthly,79.0,Active
S010911,C08986,P02,2024-07-20,,Monthly,79.0,Active
S010912,C08987,P03,2025-03-07,,Monthly,149.0,Active
S010913,C08988,P02,2024-01-03,,Monthly,79.0,Active
S010914,C08988,P03,2024-09-01,,Annual,149.0,Active
S010915,C08989,P02,2025-10-27,,Monthly,79.0,Active
S010916,C08990,P01,2025-05-14,,Annual,29.0,Active
S010917,C08991,P02,2024-05-19,,Annual,79.0,Active
S010918,C08992,P01,2024-01-07,,Monthly,29.0,Active
S010919,C08993,P02,2024-05-12,,Monthly,79.0,Active
S010920,C08993,P03,2024-10-26,,Monthly,149.0,Active
S010921,C08993,P04,2025-02-09,,Monthly,399.0,Active
S010922,C08994,P02,2025-03-20,,Annual,79.0,Active
S010923,C08994,P03,2025-09-16,,Annual,149.0,Active
S010924,C08995,P02,2025-03-11,,Monthly,79.0,Active
S010925,C08995,P01,2025-09-27,,Monthly,29.0,Active
S010926,C08996,P02,2025-11-15,,Annual,79.0,Active
S010927,C08997,P02,2025-04-04,,Monthly,79.0,Active
S010928,C08998,P02,2024-07-26,,Annual,79.0,Active
S010929,C08999,P01,2024-04-27,,Monthly,29.0,Active
S010930,C09000,P04,2025-02-14,2025-10-03,Annual,399.0,Cancelled
S010931,C09001,P02,2025-04-10,2025-09-19,Monthly,79.0,Cancelled
S010932,C09002,P01,2024-02-19,,Monthly,29.0,Active
S010933,C09003,P02,2025-05-16,,Monthly,79.0,Active
S010934,C09004,P02,2024-04-04,,Monthly,79.0,Active
S010935,C09005,P02,2025-07-04,,Monthly,79.0,Active
S010936,C09006,P02,2025-09-25,,Annual,79.0,Active
S010937,C09007,P03,2024-06-09,2025-01-24,Monthly,149.0,Cancelled
S010938,C09008,P03,2025-02-16,2025-04-20,Monthly,149.0,Cancelled
S010939,C09009,P02,2025-03-13,,Monthly,79.0,Active
S010940,C09009,P03,2025-06-28,,Monthly,149.0,Active
S010941,C09010,P01,2025-11-16,,Monthly,29.0,Active
S010942,C09011,P03,2024-09-24,,Monthly,149.0,Active
S010943,C09012,P03,2025-08-10,,Monthly,149.0,Active
S010944,C09013,P01,2025-08-26,,Annual,29.0,Active
S010945,C09014,P04,2024-12-19,,Monthly,399.0,Active
S010946,C09015,P01,2025-02-13,2025-05-28,Monthly,29.0,Cancelled
S010947,C09016,P04,2024-06-26,,Monthly,399.0,Active
S010948,C09017,P02,2024-08-23,,Monthly,79.0,Active
S010949,C09018,P04,2025-08-23,,Annual,399.0,Active
S010950,C09019,P02,2025-01-01,,Monthly,79.0,Active
S010951,C09019,P03,2025-08-30,,Monthly,149.0,Active
S010952,C09020,P02,2024-12-02,2025-05-19,Monthly,79.0,Cancelled
S010953,C09021,P01,2024-11-23,,Monthly,29.0,Active
S010954,C09021,P02,2025-09-02,,Monthly,79.0,Active
S010955,C09022,P03,2024-01-05,,Annual,149.0,Active
S010956,C09023,P02,2024-06-22,,Monthly,79.0,Active
S010957,C09024,P02,2025-12-01,,Monthly,79.0,Active
S010958,C09025,P01,2025-06-25,2025-08-25,Annual,29.0,Cancelled
S010959,C09026,P03,2025-11-22,,Monthly,149.0,Active
S010960,C09027,P02,2024-10-07,,Monthly,79.0,Active
S010961,C09028,P02,2024-11-06,,Monthly,79.0,Active
S010962,C09029,P03,2025-05-19,,Monthly,149.0,Active
S010963,C09030,P01,2024-04-04,,Monthly,29.0,Active
S010964,C09030,P02,2024-12-28,,Monthly,79.0,Active
S010965,C09031,P01,2024-12-27,,Annual,29.0,Active
S010966,C09031,P01,2025-12-02,,Monthly,29.0,Active
S010967,C09031,P02,2025-12-31,,Annual,79.0,Active
S010968,C09032,P01,2025-05-07,2025-07-26,Monthly,29.0,Cancelled
S010969,C09033,P01,2025-12-01,,Monthly,29.0,Active
S010970,C09034,P03,2024-12-31,,Annual,149.0,Active
S010971,C09035,P01,2025-02-15,,Monthly,29.0,Active
S010972,C09036,P02,2024-06-04,,Monthly,79.0,Active
S010973,C09037,P02,2024-09-15,,Annual,79.0,Active
S010974,C09038,P01,2024-01-13,2024-05-22,Annual,29.0,Cancelled
S010975,C09038,P02,2024-05-22,2025-01-06,Monthly,79.0,Cancelled
S010976,C09039,P01,2024-02-24,,Annual,29.0,Active
S010977,C09040,P01,2024-10-06,,Monthly,29.0,Active
S010978,C09041,P02,2025-01-07,,Monthly,79.0,Active
S010979,C09042,P02,2024-05-31,2025-12-06,Monthly,79.0,Cancelled
S010980,C09043,P01,2024-12-24,,Monthly,29.0,Active
S010981,C09044,P02,2025-06-13,,Annual,79.0,Active
S010982,C09044,P03,2025-11-15,,Monthly,149.0,Active
S010983,C09045,P01,2025-07-30,,Annual,29.0,Active
S010984,C09046,P01,2024-07-01,,Monthly,29.0,Active
S010985,C09047,P03,2025-09-13,,Monthly,149.0,Active
S010986,C09048,P01,2025-06-18,,Monthly,29.0,Active
S010987,C09049,P02,2025-02-06,2025-05-20,Monthly,79.0,Cancelled
S010988,C09050,P03,2024-08-30,,Monthly,149.0,Active
S010989,C09050,P02,2025-10-29,,Annual,79.0,Active
S010990,C09051,P03,2024-06-22,,Annual,149.0,Active
S010991,C09051,P02,2025-01-31,,Monthly,79.0,Active
S010992,C09052,P01,2024-03-11,,Annual,29.0,Active
S010993,C09053,P02,2025-01-17,,Monthly,79.0,Active
S010994,C09053,P03,2025-06-18,,Annual,149.0,Active
S010995,C09054,P02,2025-09-04,,Monthly,79.0,Active
S010996,C09055,P01,2024-12-02,,Monthly,29.0,Active
S010997,C09056,P02,2025-06-28,2025-08-30,Monthly,79.0,Cancelled
S010998,C09057,P02,2024-04-01,,Monthly,79.0,Active
S010999,C09058,P03,2025-05-30,,Monthly,149.0,Active
S011000,C09059,P02,2024-05-28,,Monthly,79.0,Active
S011001,C09060,P02,2025-06-13,,Monthly,79.0,Active
S011002,C09061,P03,2025-11-18,,Annual,149.0,Active
S011003,C09062,P01,2024-03-17,,Annual,29.0,Active
S011004,C09063,P03,2024-04-01,,Monthly,149.0,Active
S011005,C09064,P01,2024-05-05,,Monthly,29.0,Active
S011006,C09065,P01,2024-09-15,,Monthly,29.0,Active
S011007,C09066,P01,2024-06-06,,Monthly,29.0,Active
S011008,C09067,P02,2025-09-30,,Monthly,79.0,Active
S011009,C09068,P01,2024-10-22,2025-02-25,Monthly,29.0,Cancelled
S011010,C09069,P03,2025-07-21,,Monthly,149.0,Active
S011011,C09070,P02,2024-05-17,2024-11-19,Annual,79.0,Cancelled
S011012,C09071,P02,2025-11-02,,Annual,79.0,Active
S011013,C09072,P02,2024-01-08,,Monthly,79.0,Active
S011014,C09072,P01,2025-08-14,,Monthly,29.0,Active
S011015,C09072,P02,2025-11-17,,Monthly,79.0,Active
S011016,C09073,P03,2025-07-01,,Monthly,149.0,Active
S011017,C09074,P04,2024-09-05,,Monthly,399.0,Active
S011018,C09075,P02,2025-06-17,,Monthly,79.0,Active
S011019,C09076,P03,2025-10-08,,Monthly,149.0,Active
S011020,C09077,P03,2025-03-27,,Monthly,149.0,Active
S011021,C09077,P04,2025-07-13,,Monthly,399.0,Active
S011022,C09078,P02,2025-11-16,,Monthly,79.0,Active
S011023,C09079,P02,2024-01-25,,Monthly,79.0,Active
S011024,C09080,P02,2024-05-28,,Annual,79.0,Active
S011025,C09080,P03,2025-06-28,,Monthly,149.0,Active
S011026,C09080,P04,2025-12-26,,Monthly,399.0,Active
S011027,C09081,P02,2025-01-20,,Monthly,79.0,Active
S011028,C09082,P02,2025-06-05,2025-08-06,Monthly,79.0,Cancelled
S011029,C09083,P03,2025-10-10,,Monthly,149.0,Active
S011030,C09084,P02,2025-06-06,,Annual,79.0,Active
S011031,C09084,P03,2025-12-19,,Monthly,149.0,Active
S011032,C09085,P03,2024-02-01,,Monthly,149.0,Active
S011033,C09086,P02,2024-04-27,,Monthly,79.0,Active
S011034,C09086,P03,2025-08-09,,Monthly,149.0,Active
S011035,C09087,P02,2024-05-08,,Monthly,79.0,Active
S011036,C09088,P02,2024-05-04,,Monthly,79.0,Active
S011037,C09089,P04,2024-04-12,,Monthly,399.0,Active
S011038,C09090,P01,2024-08-11,,Annual,29.0,Active
S011039,C09091,P02,2024-09-13,,Monthly,79.0,Active
S011040,C09092,P02,2025-01-07,,Annual,79.0,Active
S011041,C09093,P03,2024-04-20,,Annual,149.0,Active
S011042,C09094,P04,2024-12-08,,Monthly,399.0,Active
S011043,C09095,P01,2024-12-28,,Monthly,29.0,Active
S011044,C09096,P01,2025-07-01,2025-10-11,Monthly,29.0,Cancelled
S011045,C09097,P01,2024-03-19,,Monthly,29.0,Active
S011046,C09098,P02,2025-08-28,2025-11-17,Monthly,79.0,Cancelled
S011047,C09099,P02,2025-11-28,,Monthly,79.0,Active
S011048,C09100,P02,2024-10-31,,Monthly,79.0,Active
S011049,C09101,P01,2024-03-06,,Annual,29.0,Active
S011050,C09102,P01,2024-08-23,2024-11-30,Monthly,29.0,Cancelled
S011051,C09103,P02,2024-11-16,,Monthly,79.0,Active
S011052,C09104,P03,2025-11-05,,Annual,149.0,Active
S011053,C09105,P04,2024-11-19,,Annual,399.0,Active
S011054,C09105,P04,2025-06-26,,Annual,399.0,Active
S011055,C09105,P04,2025-10-20,,Monthly,399.0,Active
S011056,C09106,P02,2024-10-12,,Monthly,79.0,Active
S011057,C09107,P03,2025-11-01,,Monthly,149.0,Active
S011058,C09108,P03,2025-06-16,,Monthly,149.0,Active
S011059,C09109,P03,2024-02-15,,Monthly,149.0,Active
S011060,C09109,P04,2025-09-28,,Monthly,399.0,Active
S011061,C09110,P01,2025-10-08,,Annual,29.0,Active
S011062,C09111,P03,2024-07-02,,Monthly,149.0,Active
S011063,C09111,P02,2025-03-05,,Monthly,79.0,Active
S011064,C09112,P01,2025-10-03,,Annual,29.0,Active
S011065,C09113,P01,2024-09-24,,Monthly,29.0,Active
S011066,C09113,P02,2025-09-05,,Annual,79.0,Active
S011067,C09114,P02,2024-06-01,,Monthly,79.0,Active
S011068,C09115,P01,2025-11-01,,Annual,29.0,Active
S011069,C09116,P02,2024-12-03,,Annual,79.0,Active
S011070,C09116,P01,2025-04-13,,Monthly,29.0,Active
S011071,C09117,P01,2024-06-18,,Annual,29.0,Active
S011072,C09117,P01,2025-11-14,,Monthly,29.0,Active
S011073,C09118,P01,2025-08-05,,Monthly,29.0,Active
S011074,C09119,P03,2024-02-05,,Monthly,149.0,Active
S011075,C09120,P01,2024-05-01,,Monthly,29.0,Active
S011076,C09121,P01,2024-03-26,,Annual,29.0,Active
S011077,C09121,P01,2025-12-19,,Monthly,29.0,Active
S011078,C09122,P01,2025-01-26,,Monthly,29.0,Active
S011079,C09123,P04,2024-11-05,,Monthly,399.0,Active
S011080,C09124,P03,2024-12-12,,Monthly,149.0,Active
S011081,C09125,P02,2025-02-23,,Monthly,79.0,Active
S011082,C09126,P03,2025-05-28,,Monthly,149.0,Active
S011083,C09127,P02,2024-10-01,,Annual,79.0,Active
S011084,C09128,P01,2024-12-04,,Monthly,29.0,Active
S011085,C09129,P03,2025-03-28,,Monthly,149.0,Active
S011086,C09130,P02,2024-12-13,,Annual,79.0,Active
S011087,C09131,P02,2024-02-27,,Annual,79.0,Active
S011088,C09132,P02,2024-11-18,,Monthly,79.0,Active
S011089,C09133,P03,2025-03-12,,Monthly,149.0,Active
S011090,C09134,P02,2025-04-13,2025-12-11,Monthly,79.0,Cancelled
S011091,C09135,P03,2025-02-14,,Annual,149.0,Active
S011092,C09136,P01,2025-04-12,,Monthly,29.0,Active
S011093,C09136,P01,2025-09-21,,Monthly,29.0,Active
S011094,C09137,P02,2025-06-11,2025-10-25,Monthly,79.0,Cancelled
S011095,C09138,P04,2024-11-27,,Monthly,399.0,Active
S011096,C09138,P04,2025-04-24,,Annual,399.0,Active
S011097,C09139,P01,2025-08-11,,Monthly,29.0,Active
S011098,C09140,P01,2024-11-14,,Monthly,29.0,Active
S011099,C09141,P02,2024-03-20,,Monthly,79.0,Active
S011100,C09141,P03,2025-05-22,,Monthly,149.0,Active
S011101,C09141,P02,2025-10-24,,Monthly,79.0,Active
S011102,C09142,P03,2025-08-24,,Annual,149.0,Active
S011103,C09143,P03,2025-01-30,,Monthly,149.0,Active
S011104,C09144,P01,2024-08-27,2025-03-18,Monthly,29.0,Cancelled
S011105,C09145,P02,2025-03-30,,Annual,79.0,Active
S011106,C09146,P01,2025-11-03,,Annual,29.0,Active
S011107,C09147,P03,2025-11-07,,Annual,149.0,Active
S011108,C09148,P03,2024-02-18,,Monthly,149.0,Active
S011109,C09148,P04,2024-06-03,,Monthly,399.0,Active
S011110,C09149,P02,2025-05-06,,Monthly,79.0,Active
S011111,C09149,P01,2025-09-04,,Monthly,29.0,Active
S011112,C09150,P01,2025-10-15,,Monthly,29.0,Active
S011113,C09151,P03,2024-12-12,2025-07-24,Annual,149.0,Cancelled
S011114,C09152,P02,2024-03-13,,Monthly,79.0,Active
S011115,C09153,P02,2024-02-06,,Annual,79.0,Active
S011116,C09154,P03,2024-07-20,,Monthly,149.0,Active
S011117,C09155,P01,2024-10-07,2025-03-08,Monthly,29.0,Cancelled
S011118,C09156,P02,2025-01-08,,Monthly,79.0,Active
S011119,C09157,P02,2025-03-16,,Annual,79.0,Active
S011120,C09158,P01,2024-07-01,,Monthly,29.0,Active
S011121,C09159,P01,2025-04-12,,Annual,29.0,Active
S011122,C09160,P02,2025-06-20,,Monthly,79.0,Active
S011123,C09161,P02,2024-10-17,2025-01-11,Monthly,79.0,Cancelled
S011124,C09162,P02,2024-05-22,2024-12-01,Monthly,79.0,Cancelled
S011125,C09163,P02,2025-01-02,,Monthly,79.0,Active
S011126,C09164,P02,2025-08-25,,Monthly,79.0,Active
S011127,C09165,P02,2025-07-28,,Monthly,79.0,Active
S011128,C09166,P02,2025-02-02,,Annual,79.0,Active
S011129,C09167,P02,2025-05-13,,Annual,79.0,Active
S011130,C09167,P03,2025-08-31,,Annual,149.0,Active
S011131,C09168,P02,2024-03-01,,Monthly,79.0,Active
S011132,C09169,P01,2024-10-22,,Monthly,29.0,Active
S011133,C09170,P03,2024-07-06,,Monthly,149.0,Active
S011134,C09171,P04,2024-11-20,,Monthly,399.0,Active
S011135,C09172,P02,2024-04-16,,Monthly,79.0,Active
S011136,C09173,P01,2024-01-30,2024-12-13,Monthly,29.0,Cancelled
S011137,C09174,P02,2024-11-30,,Monthly,79.0,Active
S011138,C09175,P02,2024-05-13,,Monthly,79.0,Active
S011139,C09176,P01,2024-01-29,,Monthly,29.0,Active
S011140,C09177,P02,2025-05-15,,Monthly,79.0,Active
S011141,C09178,P02,2024-10-10,,Monthly,79.0,Active
S011142,C09178,P03,2025-11-14,,Annual,149.0,Active
S011143,C09179,P02,2024-11-25,2025-06-14,Monthly,79.0,Cancelled
S011144,C09180,P02,2024-10-21,,Annual,79.0,Active
S011145,C09181,P01,2025-09-30,,Monthly,29.0,Active
S011146,C09182,P01,2024-01-18,,Monthly,29.0,Active
S011147,C09182,P02,2025-08-08,,Monthly,79.0,Active
S011148,C09182,P03,2025-11-22,,Monthly,149.0,Active
S011149,C09183,P02,2024-04-09,,Monthly,79.0,Active
S011150,C09184,P02,2024-11-04,,Monthly,79.0,Active
S011151,C09185,P02,2025-05-27,,Monthly,79.0,Active
S011152,C09185,P01,2025-09-16,,Annual,29.0,Active
S011153,C09186,P02,2025-07-12,,Monthly,79.0,Active
S011154,C09187,P03,2025-06-05,,Monthly,149.0,Active
S011155,C09188,P01,2024-10-26,2025-02-12,Monthly,29.0,Cancelled
S011156,C09189,P01,2025-03-02,,Monthly,29.0,Active
S011157,C09190,P02,2024-12-07,,Monthly,79.0,Active
S011158,C09190,P03,2025-09-15,,Monthly,149.0,Active
S011159,C09190,P04,2025-12-16,,Monthly,399.0,Active
S011160,C09191,P03,2024-11-22,,Annual,149.0,Active
S011161,C09192,P04,2024-07-26,,Annual,399.0,Active
S011162,C09193,P03,2024-08-02,,Monthly,149.0,Active
S011163,C09194,P02,2024-04-18,,Monthly,79.0,Active
S011164,C09195,P01,2024-12-15,,Monthly,29.0,Active
S011165,C09196,P01,2025-01-20,,Annual,29.0,Active
S011166,C09197,P01,2024-04-03,,Annual,29.0,Active
S011167,C09198,P03,2025-04-07,,Monthly,149.0,Active
S011168,C09199,P03,2024-10-01,,Monthly,149.0,Active
S011169,C09200,P03,2024-08-15,,Monthly,149.0,Active
S011170,C09201,P02,2024-02-24,,Monthly,79.0,Active
S011171,C09202,P02,2024-11-28,,Monthly,79.0,Active
S011172,C09202,P03,2025-08-27,,Monthly,149.0,Active
S011173,C09203,P01,2025-07-02,,Monthly,29.0,Active
S011174,C09203,P01,2025-11-05,,Monthly,29.0,Active
S011175,C09204,P01,2024-11-30,,Monthly,29.0,Active
S011176,C09204,P02,2025-04-27,,Monthly,79.0,Active
S011177,C09205,P03,2025-03-22,,Annual,149.0,Active
S011178,C09206,P02,2024-01-02,,Monthly,79.0,Active
S011179,C09207,P01,2024-04-22,2025-08-26,Monthly,29.0,Cancelled
S011180,C09208,P03,2024-07-22,2025-10-13,Monthly,149.0,Cancelled
S011181,C09209,P02,2025-08-14,,Annual,79.0,Active
S011182,C09210,P03,2025-04-01,,Monthly,149.0,Active
S011183,C09211,P01,2024-06-02,,Annual,29.0,Active
S011184,C09212,P04,2024-08-26,,Monthly,399.0,Active
S011185,C09213,P04,2024-09-25,,Monthly,399.0,Active
S011186,C09213,P04,2025-10-15,,Monthly,399.0,Active
S011187,C09214,P03,2024-12-22,,Monthly,149.0,Active
S011188,C09215,P01,2024-02-18,,Monthly,29.0,Active
S011189,C09215,P02,2024-05-28,,Monthly,79.0,Active
S011190,C09216,P03,2024-01-19,2024-11-21,Annual,149.0,Cancelled
S011191,C09217,P02,2024-11-30,,Monthly,79.0,Active
S011192,C09218,P04,2025-06-11,,Monthly,399.0,Active
S011193,C09218,P04,2025-12-01,,Monthly,399.0,Active
S011194,C09219,P02,2024-11-24,,Monthly,79.0,Active
S011195,C09219,P01,2025-06-22,,Monthly,29.0,Active
S011196,C09219,P02,2025-11-02,,Monthly,79.0,Active
S011197,C09220,P02,2024-11-16,2025-07-04,Monthly,79.0,Cancelled
S011198,C09221,P01,2024-12-15,,Monthly,29.0,Active
S011199,C09222,P02,2025-04-12,,Monthly,79.0,Active
S011200,C09223,P01,2024-06-24,,Monthly,29.0,Active
S011201,C09224,P01,2025-09-07,2025-12-28,Monthly,29.0,Cancelled
S011202,C09225,P02,2025-01-18,,Monthly,79.0,Active
S011203,C09226,P02,2025-06-01,,Monthly,79.0,Active
S011204,C09227,P02,2025-05-28,2025-09-18,Monthly,79.0,Cancelled
S011205,C09228,P02,2024-03-22,,Monthly,79.0,Active
S011206,C09229,P01,2025-09-19,,Monthly,29.0,Active
S011207,C09230,P02,2024-02-05,,Monthly,79.0,Active
S011208,C09231,P02,2024-03-16,,Monthly,79.0,Active
S011209,C09231,P03,2024-07-13,,Monthly,149.0,Active
S011210,C09232,P02,2025-03-15,,Monthly,79.0,Active
S011211,C09233,P03,2025-10-31,,Monthly,149.0,Active
S011212,C09234,P01,2024-12-20,,Monthly,29.0,Active
S011213,C09235,P01,2025-03-08,,Monthly,29.0,Active
S011214,C09235,P01,2025-11-05,,Annual,29.0,Active
S011215,C09236,P01,2025-08-06,,Monthly,29.0,Active
S011216,C09237,P02,2024-07-03,,Monthly,79.0,Active
S011217,C09237,P03,2024-10-18,,Annual,149.0,Active
S011218,C09238,P02,2024-11-22,,Annual,79.0,Active
S011219,C09239,P01,2024-06-23,,Monthly,29.0,Active
S011220,C09239,P02,2024-12-23,,Monthly,79.0,Active
S011221,C09239,P03,2025-07-03,,Annual,149.0,Active
S011222,C09240,P02,2024-12-05,,Monthly,79.0,Active
S011223,C09240,P03,2025-09-26,,Annual,149.0,Active
S011224,C09241,P04,2024-06-15,,Annual,399.0,Active
S011225,C09241,P04,2024-11-01,,Monthly,399.0,Active
S011226,C09242,P03,2025-02-02,,Monthly,149.0,Active
S011227,C09243,P03,2025-05-19,,Monthly,149.0,Active
S011228,C09244,P03,2024-03-31,,Monthly,149.0,Active
S011229,C09245,P01,2025-05-24,,Monthly,29.0,Active
S011230,C09245,P02,2025-10-04,,Monthly,79.0,Active
S011231,C09246,P03,2024-03-08,,Annual,149.0,Active
S011232,C09247,P02,2024-04-10,2024-08-30,Monthly,79.0,Cancelled
S011233,C09248,P02,2025-10-17,,Monthly,79.0,Active
S011234,C09249,P03,2024-10-06,,Annual,149.0,Active
S011235,C09249,P04,2025-10-12,,Monthly,399.0,Active
S011236,C09250,P01,2025-11-01,,Annual,29.0,Active
S011237,C09251,P01,2025-09-03,,Monthly,29.0,Active
S011238,C09252,P02,2025-11-14,,Monthly,79.0,Active
S011239,C09253,P02,2025-11-17,,Monthly,79.0,Active
S011240,C09254,P03,2024-11-03,,Monthly,149.0,Active
S011241,C09254,P04,2025-04-21,,Annual,399.0,Active
S011242,C09255,P03,2024-04-15,2024-07-25,Monthly,149.0,Cancelled
S011243,C09256,P03,2025-06-18,2025-11-21,Annual,149.0,Cancelled
S011244,C09257,P01,2025-02-17,,Monthly,29.0,Active
S011245,C09258,P02,2025-01-21,2025-06-26,Annual,79.0,Cancelled
S011246,C09259,P02,2024-07-11,,Monthly,79.0,Active
S011247,C09260,P01,2025-04-05,,Monthly,29.0,Active
S011248,C09261,P03,2024-11-23,,Monthly,149.0,Active
S011249,C09262,P02,2024-09-04,,Monthly,79.0,Active
S011250,C09263,P02,2025-11-30,,Annual,79.0,Active
S011251,C09264,P03,2025-09-28,,Monthly,149.0,Active
S011252,C09265,P02,2024-01-26,,Monthly,79.0,Active
S011253,C09266,P03,2025-05-16,2025-07-16,Monthly,149.0,Cancelled
S011254,C09267,P01,2025-01-07,,Monthly,29.0,Active
S011255,C09268,P03,2025-03-16,,Monthly,149.0,Active
S011256,C09269,P03,2025-06-25,,Monthly,149.0,Active
S011257,C09270,P02,2025-04-04,,Annual,79.0,Active
S011258,C09270,P03,2025-10-10,,Monthly,149.0,Active
S011259,C09271,P01,2025-03-21,2025-08-11,Annual,29.0,Cancelled
S011260,C09271,P02,2025-08-11,2025-10-19,Monthly,79.0,Cancelled
S011261,C09272,P01,2024-05-04,2025-04-13,Annual,29.0,Cancelled
S011262,C09272,P01,2025-04-13,2025-10-07,Annual,29.0,Cancelled
S011263,C09273,P03,2025-08-27,,Annual,149.0,Active
S011264,C09274,P02,2025-07-21,,Annual,79.0,Active
S011265,C09275,P03,2025-10-10,,Monthly,149.0,Active
S011266,C09276,P03,2024-08-09,,Annual,149.0,Active
S011267,C09276,P02,2025-03-14,,Monthly,79.0,Active
S011268,C09277,P01,2025-01-20,,Monthly,29.0,Active
S011269,C09277,P02,2025-10-03,,Monthly,79.0,Active
S011270,C09278,P02,2025-11-24,,Monthly,79.0,Active
